"hco_id","star_hco_id","hco_name","hco_desc","hco_type_name","cnty_name","adrs_line_1","adrs_line_2","stts_ind","sub_clsfctn_name","clsfctn_name","cnt_bed","cnt_lcnsd_asst_dctr","createduser","createddate","modifieduser","modifieddate","isdeleted","versionnumber","hco_stts_name","merged_date","city_name","frmt_adrs","rcrd_state_name","hco_englsh_name","hco_cd","hco_type_cd","cnty_cd","city_cd","phone_1","phone_2","url","pstl","hco_stts_cd","merged_to","vn_entity_id","adrs_status","sub_clsfctn_cd","clsfctn_cd","parent_hco_v_id","rcrd_state_cd","prvnc_cd","prvnc_name"
1061073,NULL,"上海市南汇区光明中医院",NULL,"医院_中医医院",NULL,NULL,NULL,1,"未知","医院",308,134,"Veeva Init","2015-01-16 18:54:27","Veeva Update","2021-08-28 07:02:19",False,NULL,"有效",NULL,NULL,"021-68019069","有效","Shang Hai Shi Nan Hui Qu Guang Ming Zhong Yi Yuan","CN-1061073HCO","1_20",NULL,NULL,"021-68019069",NULL,NULL,NULL,"A","","347525308842349568","I","H441","C016",NULL,"VALID","CN-SH","上海"
1061307,NULL,"上海市嘉定区南翔镇社区卫生服务中心","嘉定区南翔镇社区卫生服务中心","基层医疗卫生机构_社区卫生服务中心（站）",NULL,NULL,NULL,1,"未知","医院",NULL,NULL,"Veeva Init","2015-01-16 18:56:47","Veeva Update","2021-09-04 07:02:03",False,NULL,"有效",NULL,NULL,"021-59179685","有效","Shang Hai Shi Jia Ding Qu Nan Xiang Zhen She Qu Wei Sheng Fu Wu Zhong Xin","CN-1061307HCO","3_2",NULL,NULL,"021-59179833","021-59179592",NULL,NULL,"A","","347525248578589696","I","H441","C016",NULL,"VALID","CN-SH","上海"
1065100,NULL,"瑞安市莘塍街道社区卫生服务中心","瑞安市莘塍镇中心卫生院","基层医疗卫生机构_社区卫生服务中心（站）",NULL,NULL,NULL,1,"未知","医院",NULL,NULL,"Veeva Init","2015-01-16 18:58:08","Veeva Update","2021-08-20 07:02:23",False,NULL,"有效",NULL,NULL,"0577-65521735","有效","Rui An Shi Xin Cheng Jie Dao She Qu Wei Sheng Fu Wu Zhong Xin","CN-1065100HCO","3_2",NULL,NULL,"0577-59886934",NULL,NULL,NULL,"A","","347525303280702464","I","H441","C016",NULL,"VALID","CN-ZJ","浙江省"
1061430,NULL,"北京市丰台区同仁京苑社区卫生服务中心","丰台区同仁京苑社区卫生服务中心","基层医疗卫生机构_社区卫生服务中心（站）",NULL,NULL,NULL,1,"未知","医院",80,23,"Veeva Init","2015-01-16 18:58:03","Veeva Update","2021-08-28 07:02:19",False,NULL,"有效",NULL,NULL,"010-87294860","有效","Bei Jing Shi Feng Tai Qu Tong Ren Jing Yuan She Qu Wei Sheng Fu Wu Zhong Xin","CN-1061430HCO","3_2",NULL,NULL,"010-87294860",NULL,NULL,NULL,"A","","347525833407173632","I","H441","C016",NULL,"VALID","CN-BJ","北京"
1061460,NULL,"北京天通汇仁医院","北京市昌平区汇仁医院","医院_综合医院",NULL,NULL,NULL,1,"一级综合医院","医院",20,8,"Veeva Init","2015-01-16 18:55:30","Veeva Update","2021-05-12 07:01:47",False,NULL,"有效",NULL,NULL,"010-84826770","有效","Bei Jing Tian Tong Hui Ren Yi Yuan","CN-1061460HCO","1_22",NULL,NULL,"010-84826770",NULL,NULL,NULL,"A","","347533796310094855","I","H674","C016",NULL,"VALID","CN-BJ","北京"
1061467,NULL,"北京市宣武区广内医院",NULL,"医院_综合医院",NULL,NULL,NULL,0,"一级综合医院","医院",NULL,NULL,"Veeva Init","2015-01-16 18:55:51","Veeva Update","2020-06-09 07:08:05",False,NULL,"不活动","2020-05-26 08:00:00",NULL,"010-63037685","已合并至其他记录","Bei Jing Shi Xuan Wu Qu Guang Nei Yi Yuan","CN-1061467HCO","1_22",NULL,NULL,"010-63037685","010-63037725",NULL,NULL,"I","405770259258250245","347528510589473796","I","H674","C016",NULL,"MERGED_INTO","CN-BJ","北京"
1061529,NULL,"北京市朝阳区望京新城医院","北京望京新城医院","医院_综合医院",NULL,NULL,NULL,0,"未知","医院",20,13,"Veeva Init","2016-03-20 05:54:16","Veeva Update","2020-06-09 07:08:07",False,NULL,"不活动","2016-07-15 08:00:00",NULL,"010-64750525","已合并至其他记录","Bei Jing Shi Chao Yang Qu Wang Jing Xin Cheng Yi Yuan","CN-1061529HCO","1_22",NULL,NULL,"010-56296768",NULL,"http://www.bjshaner.com/",NULL,"I","730283715606975489","347525346087769088","I","H441","C016",NULL,"MERGED_INTO","CN-BJ","北京"
1061562,NULL,"北京市海淀区蓟门里社区卫生服务中心","海淀区红十字医院","基层医疗卫生机构_社区卫生服务中心（站）",NULL,NULL,NULL,1,"未知","医院",NULL,NULL,"Veeva Init","2015-01-16 18:55:34","Veeva Update","2021-08-19 07:02:11",False,NULL,"有效",NULL,NULL,"010-62025876","有效","Bei Jing Shi Hai Dian Qu Ji Men Li She Qu Wei Sheng Fu Wu Zhong Xin","CN-1061562HCO","3_2",NULL,NULL,"010-62025876",NULL,"https://www.bjchs.org.cn/Html/Departments/Main/Index_1485.html",NULL,"A","","347525546214790145","I","H441","C016",NULL,"VALID","CN-BJ","北京"
1065149,NULL,"嘉兴市第二医院","嘉兴第二医院","医院_综合医院",NULL,NULL,NULL,1,"三级综合医院","医院",1200,344,"Veeva Init","2015-01-16 18:53:49","Veeva Update","2021-08-31 07:02:14",False,NULL,"有效",NULL,NULL,"0573-82080930","有效","Jia Xing Shi Di Er Yi Yuan","CN-1065149HCO","1_22",NULL,NULL,"0573-82080930",NULL,"http://www.jxey.com/",NULL,"A","","347525151740498944","I","H676","C016",NULL,"VALID","CN-ZJ","浙江省"
1061629,NULL,"北京市西城区首都医科大学附属复兴医院月坛社区卫生服务中心",NULL,"基层医疗卫生机构_社区卫生服务中心（站）",NULL,NULL,NULL,0,"未知","医院",NULL,NULL,"Veeva Init","2015-01-16 18:56:12","Veeva Update","2021-05-19 07:03:03",False,NULL,"不活动","2018-04-20 08:00:00",NULL,"010-68059775","已合并至其他记录","Bei Jing Shi Xi Cheng Qu Shou Dou Yi Ke Da Xue Fu Shu Fu Xing Yi Yuan Yue Tan She Qu Wei Sheng Fu Wu","CN-1061629HCO","3_2",NULL,NULL,"010-68059775",NULL,NULL,NULL,"I","350833618039444482","347531789411128331","I","H441","C016",NULL,"MERGED_INTO","CN-BJ","北京"
1061722,NULL,"北京急救中心","急救中心","医院_其他专科医院",NULL,NULL,NULL,1,"未知","医院",NULL,NULL,"Veeva Init","2016-03-20 05:53:14","Veeva Update","2020-07-31 07:01:56",False,NULL,"有效",NULL,NULL,"010-66013878","有效","Bei Jing Ji Jiu Zhong Xin","CN-1061722HCO","1_11",NULL,NULL,"010-66013878","010-16898120","http://www.beijing120.com/",NULL,"A","","347525208690758656","I","H441","C016",NULL,"VALID","CN-BJ","北京"
1066388,NULL,"郑州市骨科医院","河南省郑州市骨科医院","医院_骨科医院",NULL,NULL,NULL,1,"未知","医院",1200,163,"Veeva Init","2015-01-16 18:56:20","Veeva Update","2021-08-31 07:02:04",False,NULL,"有效",NULL,NULL,"0371-67447873","有效","Zheng Zhou Shi Gu Ke Yi Yuan","CN-1066388HCO","1_5",NULL,NULL,"0371-67771919",NULL,"http://www.zzgkyy.com/",NULL,"A","","347525153879593984","I","H441","C016",NULL,"VALID","CN-HA",NULL
1061756,NULL,"中国人民解放军第二炮兵礼士路门诊部",NULL,"基层医疗卫生机构_诊所（医务室）",NULL,NULL,NULL,1,"未知","医院",NULL,NULL,"Veeva Init","2015-01-16 18:53:41","Veeva Update","2020-06-09 07:05:43",False,NULL,"有效",NULL,NULL,"010-89582435","有效","Zhong Guo Ren Min Jie Fang Jun Di Er Pao Bing Li Shi Lu Men Zhen Bu","CN-1061756HCO","3_4",NULL,NULL,"010-66337660","010-66837658",NULL,NULL,"A","","347527717211706368","I","H441","C016",NULL,"VALID","CN-BJ","北京"
1061895,NULL,"天津市武清区第二人民医院","天津市武清区第二医院","医院_综合医院",NULL,NULL,NULL,1,"二级综合医院","医院",300,100,"Veeva Init","2015-01-16 18:57:00","Veeva Update","2021-08-19 07:02:16",False,NULL,"有效",NULL,NULL,"022-29341235","有效","Tian Jin Shi Wu Qing Qu Di Er Ren Min Yi Yuan","CN-1061895HCO","1_22",NULL,NULL,"022-29381111",NULL,NULL,NULL,"A","","347525275363415041","I","H675","C016",NULL,"VALID","CN-TJ","天津"
1061920,NULL,"天津市河西区尖山街社区卫生服务中心","尖山医院","医院_综合医院",NULL,NULL,NULL,1,"一级综合医院","医院",NULL,NULL,"Veeva Init","2015-01-16 18:57:02","Veeva Update","2021-08-28 07:02:32",False,NULL,"有效",NULL,NULL,"022-28333146","有效","Tian Jin Shi He Xi Qu Jian Shan Jie She Qu Wei Sheng Fu Wu Zhong Xin","CN-1061920HCO","1_22",NULL,NULL,"022-28333146",NULL,NULL,NULL,"A","","347525753312744448","I","H674","C016",NULL,"VALID","CN-TJ","天津"
1062127,NULL,"大城县医院","大城县人民医院","医院_综合医院",NULL,NULL,NULL,1,"二级综合医院","医院",300,134,"Veeva Init","2015-01-16 18:58:19","Veeva Update","2021-08-31 07:02:09",False,NULL,"有效",NULL,NULL,"0316-5511717","有效","Da Cheng Xian Yi Yuan","CN-1062127HCO","1_22",NULL,NULL,"0316-5511717","0316-5522474",NULL,NULL,"A","","347525151790830592","I","H675","C016",NULL,"VALID","CN-HE",NULL
1062370,NULL,"阳泉市肿瘤防治研究所",NULL,"医院_肿瘤医院",NULL,NULL,NULL,1,"未知","医院",NULL,NULL,"Veeva Init","2015-01-16 18:58:32","Veeva Update","2021-09-04 07:02:16",False,NULL,"有效",NULL,NULL,"0353-2023872","有效","Yang Quan Shi Zhong Liu Fang Zhi Yan Jiu Suo","CN-1062370HCO","1_21",NULL,NULL,"0353-2023872",NULL,NULL,NULL,"A","","347525464123872256","I","H441","C016",NULL,"VALID","CN-SX","山西省"
1062381,NULL,"阳泉市精神病医院","阳泉市精神康宁医院","医院_精神病医院",NULL,NULL,NULL,1,"未知","医院",150,NULL,"Veeva Init","2015-01-16 18:57:41","Veeva Update","2021-08-28 07:02:19",False,NULL,"有效",NULL,NULL,"0353-2160623","有效","Yang Quan Shi Jing Shen Bing Yi Yuan","CN-1062381HCO","1_7",NULL,NULL,"0353-2162502",NULL,"http://www.yqjsbyy.com/",NULL,"A","","347534020688581632","I","H441","C016",NULL,"VALID","CN-SX","山西省"
1062716,NULL,"沈阳市妇婴医院","沈阳妇婴医院","医院_其他专科医院",NULL,NULL,NULL,1,"未知","医院",223,146,"Veeva Init","2015-01-16 18:55:05","Veeva Update","2021-08-25 07:01:57",False,NULL,"有效",NULL,NULL,"024-81818880","有效","Shen Yang Shi Fu Ying Yi Yuan","CN-1062716HCO","1_11",NULL,NULL,"024-22853728",NULL,"http://www.syfyyy.com/",NULL,"A","","347525134652904448","I","H441","C016",NULL,"VALID","CN-LN","辽宁省"
1062773,NULL,"沈阳市第九人民医院",NULL,"医院_综合医院",NULL,NULL,NULL,0,"二级综合医院","医院",660,NULL,"Veeva Init","2015-01-16 18:58:32","Veeva Update","2021-05-19 07:02:58",False,NULL,"不活动","2019-09-03 08:00:00",NULL,"024-25732571","已合并至其他记录","Shen Yang Shi Di Jiu Ren Min Yi Yuan","CN-1062773HCO","1_22",NULL,NULL,"024-25732571","024-25731613","http://www.9yuan.cn/",NULL,"I","347532065664766984","347525164843504640","I","H675","C016",NULL,"MERGED_INTO","CN-LN","辽宁省"
1094977,NULL,"总后广州离职干部休养所门诊部",NULL,"基层医疗卫生机构_诊所（医务室）",NULL,NULL,NULL,1,"未知","医院",NULL,NULL,"Veeva Init","2016-03-20 05:54:57","Veeva Update","2021-05-22 07:02:47",False,NULL,"有效",NULL,NULL,"15013057978","有效","Zong Hou Guang Zhou Li Zhi Gan Bu Xiu Yang Suo Men Zhen Bu","CN-1094977HCO","3_4",NULL,NULL,"15013057978",NULL,NULL,NULL,"A","","347528107483304970","I","H441","C016",NULL,"VALID","CN-GD","广东省"
1095195,NULL,"温州市社保医务室","温州市社保门诊部","基层医疗卫生机构_诊所（医务室）",NULL,NULL,NULL,1,"未知","医院",NULL,NULL,"Veeva Init","2015-01-16 18:57:47","Veeva Update","2020-08-13 07:01:46",False,NULL,"有效",NULL,NULL,"0577-88817512","有效","Wen Zhou Shi She Bao Yi Wu Shi","CN-1095195HCO","3_4",NULL,NULL,"0577-88836495",NULL,NULL,NULL,"A","","347526507700261888","I","H441","C016",NULL,"VALID","CN-ZJ","浙江省"
1095733,NULL,"天津华泰医院",NULL,"医院_综合医院",NULL,NULL,NULL,1,"一级综合医院","医院",19,27,"Veeva Init","2015-01-16 18:57:26","Veeva Update","2021-03-24 10:17:25",False,NULL,"有效",NULL,NULL,"022-25295666","有效","Tian Jin Hua Tai Yi Yuan","CN-1095733HCO","1_22",NULL,NULL,"022-25295666",NULL,"http://www.hthospital.cn/cn/default.asp",NULL,"A","","347525263938130944","I","H674","C016",NULL,"VALID","CN-TJ","天津"
1096430,NULL,"常州市钟楼区五星街道社区卫生服务中心",NULL,"医院_综合医院",NULL,NULL,NULL,1,"一级综合医院","医院",NULL,NULL,"Veeva Init","2015-01-16 18:56:42","Veeva Update","2021-08-20 07:02:28",False,NULL,"有效",NULL,NULL,"0519-6762232","有效","Chang Zhou Shi Zhong Lou Qu Wu Xing Jie Dao She Qu Wei Sheng Fu Wu Zhong Xin","CN-1096430HCO","1_22",NULL,NULL,"0519-86763921",NULL,NULL,NULL,"A","","347525652792054784","I","H674","C016",NULL,"VALID","CN-JS","江苏省"
1066935,NULL,"湛江市第三人民医院","湛江市三岭医院","医院_综合医院",NULL,NULL,NULL,1,"二级综合医院","医院",300,24,"Veeva Init","2015-01-16 18:58:15","Veeva Update","2021-08-20 07:02:24",False,NULL,"有效",NULL,NULL,"0759-2357114","有效","Zhan Jiang Shi Di San Ren Min Yi Yuan","CN-1066935HCO","1_22",NULL,NULL,"0759-2357114",NULL,"http://www.zjsd3rmyy.com/index.html",NULL,"A","","347525256480658432","I","H675","C016",NULL,"VALID","CN-GD","广东省"
1096908,NULL,"蓬莱市西山医院","蓬莱西山中西医结合医院","医院_综合医院",NULL,NULL,NULL,1,"未知","医院",120,NULL,"Veeva Init","2015-01-16 18:57:07","Veeva Update","2021-08-20 07:02:33",False,NULL,"有效",NULL,NULL,"15963576319","有效","Peng Lai Shi Xi Shan Yi Yuan","CN-1096908HCO","1_22",NULL,NULL,"0535-5620120",NULL,"http://www.plxshyy.com/",NULL,"A","","347525542750295040","I","H441","C016",NULL,"VALID","CN-SD","山东省"
1097578,NULL,"东莞三局医院","广东省水电水利第三工程局职工医院","医院_综合医院",NULL,NULL,NULL,1,"二级综合医院","医院",203,100,"Veeva Init","2015-01-16 18:55:07","Veeva Update","2021-08-31 07:02:04",False,NULL,"有效",NULL,NULL,"0769-87724167","有效","Dong Guan San Ju Yi Yuan","CN-1097578HCO","1_22",NULL,NULL,"0769-87724167",NULL,NULL,NULL,"A","","347525245952955393","I","H675","C016",NULL,"VALID","CN-GD","广东省"
1097589,NULL,"广州市越秀区流花街社区卫生服务中心",NULL,"基层医疗卫生机构_社区卫生服务中心（站）",NULL,NULL,NULL,1,"未知","医院",NULL,NULL,"Veeva Init","2016-03-20 05:54:22","Veeva Update","2020-05-29 07:02:04",False,NULL,"有效",NULL,NULL,"020-86574600","有效","Guang Zhou Shi Yue Xiu Qu Liu Hua Jie She Qu Wei Sheng Fu Wu Zhong Xin","CN-1097589HCO","3_2",NULL,NULL,"020-86233782","020-86320677",NULL,NULL,"A","","347532895088382983","I","H441","C016",NULL,"VALID","CN-GD","广东省"
1098072,NULL,"江苏省扬州五台山医院","江苏省五台山医院","医院_精神病医院",NULL,NULL,NULL,1,"未知","医院",578,40,"Veeva Init","2015-01-16 18:58:01","Veeva Update","2021-08-20 07:02:18",False,NULL,"有效",NULL,NULL,"0514-87207254","有效","Jiang Su Sheng Yang Zhou Wu Tai Shan Yi Yuan","CN-1098072HCO","1_7",NULL,NULL,"0514-87244871",NULL,"http://www.wtsyy.cn/",NULL,"A","","347525310620734464","I","H441","C016",NULL,"VALID","CN-JS","江苏省"
1098289,NULL,"华新集团有限公司职工医院",NULL,"医院_综合医院",NULL,NULL,NULL,1,"一级综合医院","医院",224,29,"Veeva Init","2016-03-20 05:54:14","Veeva Update","2021-05-21 07:02:10",False,NULL,"有效",NULL,NULL,"0714-6224971","有效","Hua Xin Ji Tuan You Xian Gong Si Zhi Gong Yi Yuan","CN-1098289HCO","1_22",NULL,NULL,"0714-6224971",NULL,NULL,NULL,"A","","347525481698006016","I","H674","C016",NULL,"VALID","CN-HB","湖北省"
1067040,NULL,"重庆市万盛区中医院",NULL,"医院_中医医院",NULL,NULL,NULL,1,"未知","医院",82,39,"Veeva Init","2015-01-16 18:58:26","Veeva Update","2021-08-31 07:02:04",False,NULL,"有效",NULL,NULL,"023-48271701","有效","Zhong Qing Shi Wan Sheng Qu Zhong Yi Yuan","CN-1067040HCO","1_20",NULL,NULL,"023-48271701",NULL,NULL,NULL,"A","","347525186326729728","I","H441","C016",NULL,"VALID","CN-CQ","重庆"
1067158,NULL,"重庆市合川区中医院","合川市中医院","医院_中医医院",NULL,NULL,NULL,1,"未知","医院",159,96,"Veeva Init","2015-01-16 18:55:55","Veeva Update","2021-09-01 07:03:34",False,NULL,"有效",NULL,NULL,"023-42724351","有效","Zhong Qing Shi He Chuan Qu Zhong Yi Yuan","CN-1067158HCO","1_20",NULL,NULL,"023-42724351",NULL,NULL,NULL,"A","","347525230509528064","I","H441","C016",NULL,"VALID","CN-CQ","重庆"
1067282,NULL,"中铁二局集团中心医院","四川省中铁二局集团中心医院","医院_综合医院",NULL,NULL,NULL,1,"二级综合医院","医院",230,115,"Veeva Init","2015-01-16 18:58:03","Veeva Update","2021-08-26 07:02:01",False,NULL,"有效",NULL,NULL,"028-86443457","有效","Zhong Tie Er Ju Ji Tuan Zhong Xin Yi Yuan","CN-1067282HCO","1_22",NULL,NULL,"028-86449700","028-87641694","http://www.ztej120.com/",NULL,"A","","347525384683754497","I","H675","C016",NULL,"VALID","CN-SC","四川省"
1099471,NULL,"台江区宁化街道祥坂社区卫生服务站","福州市台江区宁化街道祥坂社区卫生服务站","基层医疗卫生机构_社区卫生服务中心（站）",NULL,NULL,NULL,1,"未知","医院",NULL,NULL,"Veeva Init","2016-03-20 05:55:59","Veeva Update","2020-12-30 09:50:55",False,NULL,"有效",NULL,NULL,"0591-83826979","有效","Tai Jiang Qu Ning Hua Jie Dao Xiang Ban She Qu Wei Sheng Fu Wu Zhan","CN-1099471HCO","3_2",NULL,NULL,"0591-83826979",NULL,NULL,NULL,"A","","347525621695484929","I","H441","C016",NULL,"VALID","CN-FJ","福建省"
1067354,NULL,"成都市成华区新鸿社区卫生服务中心","成都新鸿医院","基层医疗卫生机构_社区卫生服务中心（站）",NULL,NULL,NULL,1,"未知","医院",NULL,NULL,"Veeva Init","2015-03-17 15:38:51","Veeva Update","2021-09-02 07:01:56",False,NULL,"有效",NULL,NULL,"028-84383168","有效","Cheng Dou Shi Cheng Hua Qu Xin Hong She Qu Wei Sheng Fu Wu Zhong Xin","CN-1067354HCO","3_2",NULL,NULL,"028-84383168",NULL,NULL,NULL,"A","","347525425762767872","I","H441","C016",NULL,"VALID","CN-SC","四川省"
1067616,NULL,"威远县第三人民医院",NULL,"医院_综合医院",NULL,NULL,NULL,1,"二级综合医院","医院",150,38,"Veeva Init","2016-03-20 05:51:50","Veeva Update","2020-05-30 07:02:06",False,NULL,"有效",NULL,NULL,"0832-8833765","有效","Wei Yuan Xian Di San Ren Min Yi Yuan","CN-1067616HCO","1_22",NULL,NULL,"0832-8833765",NULL,NULL,NULL,"A","","347525170774250496","I","H675","C016",NULL,"VALID","CN-SC","四川省"
1100496,NULL,"沈阳市第六人民医院","沈阳市传染病医院","医院_传染病医院",NULL,NULL,NULL,1,"未知","医院",700,156,"Veeva Init","2015-01-16 18:57:14","Veeva Update","2021-08-31 07:02:04",False,NULL,"有效",NULL,NULL,"024-23387410","有效","Shen Yang Shi Di Liu Ren Min Yi Yuan","CN-1100496HCO","1_2",NULL,NULL,"024-23387410","024-23389187","http://www.mhidsy.com/",NULL,"A","","347525213925250048","I","H441","C016",NULL,"VALID","CN-LN","辽宁省"
1100611,NULL,"克拉玛依市第二人民医院","克拉玛依市白碱滩医院","医院_综合医院",NULL,NULL,NULL,1,"二级综合医院","医院",224,102,"Veeva Init","2015-01-16 18:57:31","Veeva Update","2021-08-31 07:02:09",False,NULL,"有效",NULL,NULL,"0990-6919996","有效","Ke La Ma Yi Shi Di Er Ren Min Yi Yuan","CN-1100611HCO","1_22",NULL,NULL,"0990-6919996",NULL,NULL,NULL,"A","","347525226239726592","I","H675","C016",NULL,"VALID","CN-XJ","新疆维吾尔自治区"
1067860,NULL,"昆明市第三人民医院","昆明市传染病院","医院_综合医院",NULL,NULL,NULL,1,"三级综合医院","医院",741,141,"Veeva Init","2015-01-16 18:57:06","Veeva Update","2021-08-31 07:02:14",False,NULL,"有效",NULL,NULL,"0871-3543252","有效","Kun Ming Shi Di San Ren Min Yi Yuan","CN-1067860HCO","1_22",NULL,NULL,"0871-63543252",NULL,"http://www.kmsdsrmyy.com/main/defult.html",NULL,"A","","347525215695246337","I","H676","C016",NULL,"VALID","CN-YN","云南省"
1073222,NULL,"青岛公安消防医院",NULL,"医院_综合医院",NULL,NULL,NULL,1,"一级综合医院","医院",20,10,"Veeva Init","2015-06-09 15:36:25","Veeva Update","2021-03-12 07:07:11",False,NULL,"有效",NULL,NULL,"0532-84871339","有效","Qing Dao Gong An Xiao Fang Yi Yuan","CN-1073222HCO","1_22",NULL,NULL,"0532-84871339",NULL,NULL,NULL,"A","","347526276325676032","I","H674","C016",NULL,"VALID","CN-SD","山东省"
1102427,NULL,"武警天津市总队医院","天津武警总队医院","医院_综合医院",NULL,NULL,NULL,1,"二级综合医院","医院",NULL,NULL,"Veeva Init","2015-01-16 18:54:39","Veeva Update","2021-08-31 07:02:09",False,NULL,"有效",NULL,NULL,"022-60131873","有效","Wu Jing Tian Jin Shi Zong Dui Yi Yuan","CN-1102427HCO","1_22",NULL,NULL,"022-60131873",NULL,"http://www.wjyxyfy.net/",NULL,"A","","347530261568787461","I","H675","C016",NULL,"VALID","CN-TJ","天津"
1073636,NULL,"辽中县第二人民医院",NULL,"医院_综合医院",NULL,NULL,NULL,1,"一级综合医院","医院",100,63,"Veeva Init","2016-03-20 05:53:34","Veeva Update","2020-06-09 07:06:31",False,NULL,"有效",NULL,NULL,"024-87782247","有效","Liao Zhong Xian Di Er Ren Min Yi Yuan","CN-1073636HCO","1_22",NULL,NULL,"024-87742247",NULL,NULL,NULL,"A","","347525233781085184","I","H674","C016",NULL,"VALID","CN-LN","辽宁省"
1102618,NULL,"恩平市人民医院",NULL,"医院_综合医院",NULL,NULL,NULL,1,"二级综合医院","医院",340,124,"Veeva Init","2015-01-16 18:58:22","Veeva Update","2021-08-21 07:02:29",False,NULL,"有效",NULL,NULL,"0750-7722757","有效","En Ping Shi Ren Min Yi Yuan","CN-1102618HCO","1_22",NULL,NULL,"0750-7722757",NULL,"http://www.cc.ccoo.cn/webdiy/1258-78846-18945/index.asp?id=78846",NULL,"A","","347525205813466113","I","H675","C016",NULL,"VALID","CN-GD","广东省"
1074340,NULL,"青海省妇女儿童医院",NULL,"医院_其他专科医院",NULL,NULL,NULL,1,"未知","医院",NULL,NULL,"Veeva Init","2016-02-29 08:56:29","Veeva Update","2021-08-18 07:02:22",False,NULL,"有效",NULL,NULL,"0971-8177901","有效","Qing Hai Sheng Fu Nv Er Tong Yi Yuan","CN-1074340HCO","1_11",NULL,NULL,"0971-8177901",NULL,NULL,NULL,"A","","347525209974215680","I","H441","C016",NULL,"VALID","CN-QH","青海省"
1103058,NULL,"营口市老边区柳树中心卫生院","营口市老边区柳树镇中心卫生院","基层医疗卫生机构_乡镇卫生院",NULL,NULL,NULL,1,"未知","医院",NULL,NULL,"Veeva Init","2016-03-20 05:55:52","Veeva Update","2021-03-12 07:08:29",False,NULL,"有效",NULL,NULL,"0417-3892363","有效","Ying Kou Shi Lao Bian Qu Liu Shu Zhong Xin Wei Sheng Yuan","CN-1103058HCO","3_3",NULL,NULL,"0417-3892363",NULL,NULL,NULL,"A","","347525581807653888","I","H441","C016",NULL,"VALID","CN-LN","辽宁省"
1074373,NULL,"中国人民解放军第五三二医院","532医院","医院_综合医院",NULL,NULL,NULL,1,"二级综合医院","医院",310,NULL,"Veeva Init","2015-01-16 18:54:18","Veeva Update","2021-09-02 07:02:02",False,NULL,"有效",NULL,NULL,"0559-2562534","有效","Zhong Guo Ren Min Jie Fang Jun Di Wu San Er Yi Yuan","CN-1074373HCO","1_22",NULL,NULL,"0559-2836700",NULL,NULL,NULL,"A","","347531547760497664","I","H675","C016",NULL,"VALID","CN-AH","安徽省"
1074576,NULL,"新疆地质调查处职工医院",NULL,"医院_综合医院",NULL,NULL,NULL,1,"未知","医院",80,26,"Veeva Init","2015-01-16 18:57:59","Veeva Update","2021-09-02 07:02:02",False,NULL,"有效",NULL,NULL,"0991-4296423","有效","Xin Jiang Di Zhi Diao Cha Chu Zhi Gong Yi Yuan","CN-1074576HCO","1_22",NULL,NULL,"0991-4296423",NULL,NULL,NULL,"A","","347525209269572608","I","H441","C016",NULL,"VALID","CN-XJ","新疆维吾尔自治区"
1074700,NULL,"丽水市碧湖医院",NULL,"医院_综合医院",NULL,NULL,NULL,0,"二级综合医院","医院",NULL,NULL,"Veeva Init","2015-01-16 18:54:12","Veeva Update","2020-06-09 07:08:03",False,NULL,"不活动","2020-05-28 08:00:00",NULL,"0578-2191005*8006","已合并至其他记录","Li Shui Shi Bi Hu Yi Yuan","CN-1074700HCO","1_22",NULL,NULL,"0578-2191005",NULL,NULL,NULL,"I","347525230358533120","347533090710721536","I","H675","C016",NULL,"MERGED_INTO","CN-ZJ","浙江省"
1074800,NULL,"大安市第二人民医院","大安市第二医院","医院_综合医院",NULL,NULL,NULL,1,"二级综合医院","医院",144,105,"Veeva Init","2015-01-16 18:57:50","Veeva Update","2020-11-05 07:05:17",False,NULL,"有效",NULL,NULL,"0436-5567258","有效","Da An Shi Di Er Ren Min Yi Yuan","CN-1074800HCO","1_22",NULL,NULL,"0436-5567258",NULL,NULL,NULL,"A","","347525186343506944","I","H675","C016",NULL,"VALID","CN-JL","吉林省"
1074885,NULL,"济南九龙泌尿专科医院",NULL,"医院_其他专科医院",NULL,NULL,NULL,0,"未知","医院",NULL,NULL,"Veeva Init","2015-01-16 18:55:00","Veeva Update","2020-10-28 07:02:29",False,NULL,"不活动","2020-10-28 08:00:00",NULL,"0531-88982299","已合并至其他记录","Ji Nan Jiu Long Mi Niao Zhuan Ke Yi Yuan","CN-1074885HCO","1_11",NULL,NULL,"0531-66722222",NULL,NULL,NULL,"I","347525225618969600","347525234015966208","I","H441","C016",NULL,"MERGED_INTO","CN-SD","山东省"
1075075,NULL,"贵阳市白云区第一人民医院","贵阳市白云区医院","医院_心血管病医院",NULL,NULL,NULL,1,"未知","医院",189,47,"Veeva Init","2015-01-16 18:57:12","Veeva Update","2021-08-18 07:02:22",False,NULL,"有效",NULL,NULL,"0851-4831254","有效","Gui Yang Shi Bai Yun Qu Di Yi Ren Min Yi Yuan","CN-1075075HCO","1_12",NULL,NULL,"0851-84611120",NULL,NULL,NULL,"A","","347525207298249728","I","H441","C016",NULL,"VALID","CN-GZ","贵州省"
